csv_sku,csv_product_name,csv_price,source_file,match_source,db_variant_code,db_manufacturer_ref,db_product_group_code,old_price,new_price
138.FG.007,JOTA Elmas Frez 138.FG.007 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-138-FG-007,,633180b8-63ac-4309-82a1-8125188d7691,800,1000
558.FG.013,JOTA Elmas Frez 558.FG.013 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-558-FG-013,,8ab029f0-4c82-47e9-9424-70215fd3136e,800,1000
558.FG.015,JOTA Elmas Frez 558.FG.015 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-558-FG-015,,8ab029f0-4c82-47e9-9424-70215fd3136e,800,1000
558F.FG.013,JOTA Elmas Frez 558F.FG.013 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-558-FFG-013,,f0859237-c12d-4559-812b-77c38212373a,800,1000
558F.FG.015,JOTA Elmas Frez 558F.FG.015 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-558-FFG-015,,f0859237-c12d-4559-812b-77c38212373a,800,1000
801.FG.008,JOTA Elmas Frez 801.FG.008 (5'li Paket),775,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-801-FG-008,,5b3ac038-e192-48b4-8486-31489e996a0c,null,775
801.FG.010,JOTA Elmas Frez 801.FG.010 (5'li Paket),775,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-801-FG-010,,5b3ac038-e192-48b4-8486-31489e996a0c,650,775
801.FG.012,JOTA Elmas Frez 801.FG.012 (5'li Paket),775,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-801-FG-012,,5b3ac038-e192-48b4-8486-31489e996a0c,650,775
801.FG.014,JOTA Elmas Frez 801.FG.014 (5'li Paket),775,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-801-FG-014,,5b3ac038-e192-48b4-8486-31489e996a0c,650,775
801.FG.016,JOTA Elmas Frez 801.FG.016 (5'li Paket),775,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-801-FG-016,,5b3ac038-e192-48b4-8486-31489e996a0c,650,775
801.FG.018,JOTA Elmas Frez 801.FG.018 (5'li Paket),775,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-801-FG-018,,5b3ac038-e192-48b4-8486-31489e996a0c,650,775
801.FG.021,JOTA Elmas Frez 801.FG.021 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-801-FG-021,,5b3ac038-e192-48b4-8486-31489e996a0c,null,1000
801.FG.023,JOTA Elmas Frez 801.FG.023 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-801-FG-023,,5b3ac038-e192-48b4-8486-31489e996a0c,650,1000
801G.FG.010,JOTA Elmas Frez 801G.FG.010 (5'li Paket),775,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-801-GFG-010,,69357413-a39f-4f2b-bb6c-0947f76c6990,650,775
801G.FG.012,JOTA Elmas Frez 801G.FG.012 (5'li Paket),775,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-801-GFG-012,,69357413-a39f-4f2b-bb6c-0947f76c6990,650,775
801G.FG.014,JOTA Elmas Frez 801G.FG.014 (5'li Paket),775,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-801-GFG-014,,69357413-a39f-4f2b-bb6c-0947f76c6990,650,775
801G.FG.016,JOTA Elmas Frez 801G.FG.016 (5'li Paket),775,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-801-GFG-016,,69357413-a39f-4f2b-bb6c-0947f76c6990,650,775
801G.FG.018,JOTA Elmas Frez 801G.FG.018 (5'li Paket),775,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-801-GFG-018,,69357413-a39f-4f2b-bb6c-0947f76c6990,650,775
801G.FG.021,JOTA Elmas Frez 801G.FG.021 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-801-GFG-021,,69357413-a39f-4f2b-bb6c-0947f76c6990,650,1000
801G.FG.023,JOTA Elmas Frez 801G.FG.023 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-801-GFG-023,,69357413-a39f-4f2b-bb6c-0947f76c6990,650,1000
801L.FG.012,JOTA Elmas Frez 801L.FG.012 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-801L-FG-012,,27acff7b-cdae-4822-be8e-f2291f30d3f1,800,1000
801L.FG.014,JOTA Elmas Frez 801L.FG.014 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-801L-FG-014,,27acff7b-cdae-4822-be8e-f2291f30d3f1,800,1000
801L.FG.016,JOTA Elmas Frez 801L.FG.016 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-801L-FG-016,,27acff7b-cdae-4822-be8e-f2291f30d3f1,800,1000
801LG.FG.012,JOTA Elmas Frez 801LG.FG.012 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-801L-GFG-012,,5237fdf7-6dea-4032-b5bf-65f623048a1a,800,1000
801LG.FG.014,JOTA Elmas Frez 801LG.FG.014 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-801L-GFG-014,,5237fdf7-6dea-4032-b5bf-65f623048a1a,800,1000
801LG.FG.016,JOTA Elmas Frez 801LG.FG.016 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-801L-GFG-016,,5237fdf7-6dea-4032-b5bf-65f623048a1a,800,1000
801SG.FG.014,JOTA Elmas Frez 801SG.FG.014 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-801-SGFG-014,,c07c6520-8a18-4bb9-be67-13d4feecdcdd,800,1000
801SG.FG.016,JOTA Elmas Frez 801SG.FG.016 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-801-SGFG-016,,c07c6520-8a18-4bb9-be67-13d4feecdcdd,800,1000
801SG.FG.018,JOTA Elmas Frez 801SG.FG.018 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-801-SGFG-018,,c07c6520-8a18-4bb9-be67-13d4feecdcdd,800,1000
801SG.FG.021,JOTA Elmas Frez 801SG.FG.021 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-801-SGFG-021,,c07c6520-8a18-4bb9-be67-13d4feecdcdd,800,1000
805.FG.010,JOTA Elmas Frez 805.FG.010 (5'li Paket),775,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-805-FG-010,,66b47e2e-3691-40e2-b7e8-46c0592b2cb1,650,775
805.FG.012,JOTA Elmas Frez 805.FG.012 (5'li Paket),775,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-805-FG-012,,66b47e2e-3691-40e2-b7e8-46c0592b2cb1,650,775
805.FG.014,JOTA Elmas Frez 805.FG.014 (5'li Paket),775,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-805-FG-014,,66b47e2e-3691-40e2-b7e8-46c0592b2cb1,650,775
805.FG.016,JOTA Elmas Frez 805.FG.016 (5'li Paket),775,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-805-FG-016,,66b47e2e-3691-40e2-b7e8-46c0592b2cb1,650,775
808.FG.012,JOTA Elmas Frez 808.FG.012 (5'li Paket),775,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-808-FG-012,,4397097e-ddff-4d99-9df6-d8c0a4acc839,650,775
820F.FG.016,JOTA Elmas Frez 820F.FG.016 (5'li Paket),775,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-820-FFG-016,,fcd21ab1-e9c4-4732-941e-47d5eef3bf75,650,775
830.FG.018,JOTA Elmas Frez 830.FG.018 (5'li Paket),775,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-830-FG-018,,c9622a13-a967-4d4b-9a3e-9cc66488ce87,650,775
830.FG.021,JOTA Elmas Frez 830.FG.021 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-830-FG-021,,c9622a13-a967-4d4b-9a3e-9cc66488ce87,650,1000
830.FG.023,JOTA Elmas Frez 830.FG.023 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-830-FG-023,,c9622a13-a967-4d4b-9a3e-9cc66488ce87,650,1000
830EF.FG.021,JOTA Elmas Frez 830EF.FG.021 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-830-EFFG-021,,192d70ec-a698-4560-ad98-4c5c3cf36c83,650,1000
830EF.FG.023,JOTA Elmas Frez 830EF.FG.023 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-830-EFFG-023,,192d70ec-a698-4560-ad98-4c5c3cf36c83,650,1000
830F.FG.018,JOTA Elmas Frez 830F.FG.018 (5'li Paket),775,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-830-FFG-018,,1b22b98c-4ae4-4c0c-96eb-38413dd142b4,650,775
830F.FG.021,JOTA Elmas Frez 830F.FG.021 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-830-FFG-021,,1b22b98c-4ae4-4c0c-96eb-38413dd142b4,650,1000
830F.FG.023,JOTA Elmas Frez 830F.FG.023 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-830-FFG-023,,1b22b98c-4ae4-4c0c-96eb-38413dd142b4,650,1000
830G.FG.016,JOTA Elmas Frez 830G.FG.016 (5'li Paket),775,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-830-GFG-016,,edcc56b0-c5f0-4abd-98ca-84a8cccbed67,650,775
830G.FG.018,JOTA Elmas Frez 830G.FG.018 (5'li Paket),775,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-830-GFG-018,,edcc56b0-c5f0-4abd-98ca-84a8cccbed67,650,775
830G.FG.023,JOTA Elmas Frez 830G.FG.023 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-830-GFG-023,,edcc56b0-c5f0-4abd-98ca-84a8cccbed67,650,1000
831F.FG.016,JOTA Elmas Frez 831F.FG.016 (5'li Paket),775,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-831-FFG-016,,ba6610d7-390f-4412-a872-cf1f1f2209f3,650,775
833.FG.023,JOTA Elmas Frez 833.FG.023 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-833-FG-023,,f8c25263-2f5f-43f0-8f42-fc9babacb2e7,650,1000
833EF.FG.023,JOTA Elmas Frez 833EF.FG.023 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-833-EFFG-023,,29ee9c96-f050-4c68-906d-820a929139bd,650,1000
833F.FG.014,JOTA Elmas Frez 833F.FG.014 (5'li Paket),775,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-833-FFG-014,,1521c831-e111-4d6a-b8e8-86f9891d4ac2,650,775
833F.FG.018,JOTA Elmas Frez 833F.FG.018 (5'li Paket),775,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-833-FFG-018,,1521c831-e111-4d6a-b8e8-86f9891d4ac2,650,775
833F.FG.023,JOTA Elmas Frez 833F.FG.023 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-833-FFG-023,,1521c831-e111-4d6a-b8e8-86f9891d4ac2,650,1000
833G.FG.018,JOTA Elmas Frez 833G.FG.018 (5'li Paket),775,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-833-GFG-018,,1eea86dc-7918-4d31-83da-a261b3e901bb,650,775
833G.FG.023,JOTA Elmas Frez 833G.FG.023 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-833-GFG-023,,1eea86dc-7918-4d31-83da-a261b3e901bb,650,1000
834.FG.016,JOTA Elmas Frez 834.FG.016 (5'li Paket),1625,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-834-FG-016,,ee5440f4-8763-4ecf-a37a-dcd4df3eb35a,1300,1625
835.FG.008,JOTA Elmas Frez 835.FG.008 (5'li Paket),775,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-835-FG-008,,6cdd3e5c-671b-4d2e-b0c1-1e96ff04f5dc,650,775
835.FG.010,JOTA Elmas Frez 835.FG.010 (5'li Paket),775,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-835-FG-010,,6cdd3e5c-671b-4d2e-b0c1-1e96ff04f5dc,650,775
835.FG.012,JOTA Elmas Frez 835.FG.012 (5'li Paket),775,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-835-FG-012,,6cdd3e5c-671b-4d2e-b0c1-1e96ff04f5dc,650,775
837D.FG.014,JOTA Elmas Frez 837D.FG.014 (5'li Paket),1625,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-837D-FG-014,,21e3098b-6f48-4021-99ec-9a310974b161,1300,1625
837L.FG.012,JOTA Elmas Frez 837L.FG.012 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-837L-FG-012,,9fb9e943-267b-4f2d-831f-412cd8aaef50,800,1000
837L.FG.014,JOTA Elmas Frez 837L.FG.014 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-837L-FG-014,,9fb9e943-267b-4f2d-831f-412cd8aaef50,800,1000
837L.FG.016,JOTA Elmas Frez 837L.FG.016 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-837L-FG-016,,9fb9e943-267b-4f2d-831f-412cd8aaef50,800,1000
837LG.FG.012,JOTA Elmas Frez 837LG.FG.012 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-837L-GFG-012,,e94894b6-ae31-459e-813c-235ce4e0ac51,800,1000
837LG.FG.014,JOTA Elmas Frez 837LG.FG.014 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-837L-GFG-014,,e94894b6-ae31-459e-813c-235ce4e0ac51,800,1000
837LG.FG.016,JOTA Elmas Frez 837LG.FG.016 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-837L-GFG-016,,e94894b6-ae31-459e-813c-235ce4e0ac51,800,1000
845R.FG.018,JOTA Elmas Frez 845R.FG.018 (5'li Paket),775,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-845R-FG-018,,4d4d48a7-9c15-4800-b853-059f90fcb42c,650,775
845R.FG.025,JOTA Elmas Frez 845R.FG.025 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-845R-FG-025,,4d4d48a7-9c15-4800-b853-059f90fcb42c,650,1000
848.FG.014,JOTA Elmas Frez 848.FG.014 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-848-FG-014,,a45eeb0b-19b6-471d-9610-e867b10b3f11,800,1000
848.FG.016,JOTA Elmas Frez 848.FG.016 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-848-FG-016,,a45eeb0b-19b6-471d-9610-e867b10b3f11,800,1000
848.FG.018,JOTA Elmas Frez 848.FG.018 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-848-FG-018,,a45eeb0b-19b6-471d-9610-e867b10b3f11,800,1000
850.FG.014,JOTA Elmas Frez 850.FG.014 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-850-FG-014,,bf8e769a-8eed-4b80-ab33-82cbb0c459bc,800,1000
850.FG.016,JOTA Elmas Frez 850.FG.016 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-850-FG-016,,bf8e769a-8eed-4b80-ab33-82cbb0c459bc,800,1000
850.FG.018,JOTA Elmas Frez 850.FG.018 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-850-FG-018,,bf8e769a-8eed-4b80-ab33-82cbb0c459bc,800,1000
850F.FG.014,JOTA Elmas Frez 850F.FG.014 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-850-FFG-014,,906bbc47-73e5-455a-b24f-3dcc7eb0e772,650,1000
850F.FG.016,JOTA Elmas Frez 850F.FG.016 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-850-FFG-016,,906bbc47-73e5-455a-b24f-3dcc7eb0e772,650,1000
850F.FG.018,JOTA Elmas Frez 850F.FG.018 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-850-FFG-018,,906bbc47-73e5-455a-b24f-3dcc7eb0e772,650,1000
850G.FG.014,JOTA Elmas Frez 850G.FG.014 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-850-GFG-014,,6ec3feab-54bf-4e84-97b2-e7ed08bf5850,650,1000
850G.FG.016,JOTA Elmas Frez 850G.FG.016 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-850-GFG-016,,6ec3feab-54bf-4e84-97b2-e7ed08bf5850,650,1000
850G.FG.018,JOTA Elmas Frez 850G.FG.018 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-850-GFG-018,,6ec3feab-54bf-4e84-97b2-e7ed08bf5850,650,1000
851L.FG.016,JOTA Elmas Frez 851L.FG.016 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-851L-FG-016,,cd515b79-f0e3-4f90-bdb8-077a4eff2c0e,800,1000
852.FG.012,JOTA Elmas Frez 852.FG.012 (5'li Paket),1000,imports\jota_2026_tum_urunler_paket_fiyatlari_tl.csv,variant_code,JOT-852-FG-012,,4cfa39e0-3f40-4dc9-922d-db5588a7f169,800,1000
